Fri 17 Oct 2025 00:18:08 IDT

SLURM_JOBID:		 7494516
SLURM_JOB_NODELIST:	 cs-6000-04 

configuration parmas running: problem_type=bbob es_algorithms=PGPE,ASEBO,Open_ES,SNES,Sep_CMA_ES,CMA_ES,LES,DES
Successfully loaded: sphere
 Loading Problems ..:   0%|                                                              | 0/24 [00:00<?, ?it/s]
running the experiment ... [../../results/BBOBProblem/sphere/PGPE/0]
Generation 016 | Mean fitness (Test): 202.53
Generation 544 | Mean fitness (Test): nan
Generation 560 | Mean fitness (Test): nan
Generation 576 | Mean fitness (Test): nan
Generation 592 | Mean fitness (Test): nan
Generation 608 | Mean fitness (Test): nan
Generation 624 | Mean fitness (Test): nan
Generation 640 | Mean fitness (Test): nan
Generation 656 | Mean fitness (Test): nan
Generation 672 | Mean fitness (Test): nan
Generation 688 | Mean fitness (Test): nan
Generation 704 | Mean fitness (Test): nan
Generation 720 | Mean fitness (Test): nan
Generation 736 | Mean fitness (Test): nan
Generation 752 | Mean fitness (Test): nan
Generation 768 | Mean fitness (Test): nan
Generation 784 | Mean fitness (Test): nan
Generation 800 | Mean fitness (Test): nan
Generation 816 | Mean fitness (Test): nan
Generation 832 | Mean fitness (Test): nan
Generation 848 | Mean fitness (Test): nan
Generation 864 | Mean fitness (Test): nan
Generation 880 | Mean fitness (Test): nan
Generation 896 | Mean fitness (Test): nan
Generation 912 | Mean fitness (Test): nan
Generation 928 | Mean fitness (Test): nan
Generation 944 | Mean fitness (Test): nan
Generation 960 | Mean fitness (Test): nan
Generation 976 | Mean fitness (Test): nan
Generation 992 | Mean fitness (Test): nan
Generation 1008 | Mean fitness (Test): nan
Generation 1024 | Mean fitness (Test): nan
running the experiment ... [../../results/BBOBProblem/rosenbrock/ASEBO/1]
Generation 016 | Mean fitness (Test): nan
Generation 032 | Mean fitness (Test): nan
Generation 048 | Mean fitness (Test): nan
Generation 064 | Mean fitness (Test): nan
Generation 080 | Mean fitness (Test): nan
Generation 096 | Mean fitness (Test): nan
Generation 112 | Mean fitness (Test): nan
Generation 128 | Mean fitness (Test): nan
Generation 144 | Mean fitness (Test): nan
Generation 160 | Mean fitness (Test): nan
Generation 176 | Mean fitness (Test): nan
Generation 192 | Mean fitness (Test): nan
Generation 208 | Mean fitness (Test): nan
Generation 224 | Mean fitness (Test): nan
Generation 240 | Mean fitness (Test): nan
Generation 256 | Mean fitness (Test): nan
Generation 272 | Mean fitness (Test): nan
Generation 288 | Mean fitness (Test): nan
Generation 304 | Mean fitness (Test): nan
Generation 320 | Mean fitness (Test): nan
Generation 336 | Mean fitness (Test): nan
Generation 352 | Mean fitness (Test): nan
Generation 368 | Mean fitness (Test): nan
Generation 384 | Mean fitness (Test): nan
Generation 400 | Mean fitness (Test): nan
Generation 416 | Mean fitness (Test): nan
Generation 432 | Mean fitness (Test): nan
Generation 448 | Mean fitness (Test): nan
Generation 464 | Mean fitness (Test): nan
Generation 480 | Mean fitness (Test): nan
Generation 496 | Mean fitness (Test): nan
Generation 512 | Mean fitness (Test): nan
Generation 528 | Mean fitness (Test): nan
Generation 544 | Mean fitness (Test): nan
Generation 560 | Mean fitness (Test): nan
Generation 576 | Mean fitness (Test): nan
Generation 592 | Mean fitness (Test): nan
Generation 608 | Mean fitness (Test): nan
Generation 624 | Mean fitness (Test): nan
Generation 640 | Mean fitness (Test): nan
Generation 656 | Mean fitness (Test): nan
Generation 672 | Mean fitness (Test): nan
Generation 688 | Mean fitness (Test): nan
Generation 704 | Mean fitness (Test): nan
Generation 720 | Mean fitness (Test): nan
Generation 736 | Mean fitness (Test): nan
Generation 752 | Mean fitness (Test): nan
Generation 768 | Mean fitness (Test): nan
Generation 784 | Mean fitness (Test): nan
Generation 800 | Mean fitness (Test): nan
Generation 816 | Mean fitness (Test): nan
Generation 832 | Mean fitness (Test): nan
Generation 848 | Mean fitness (Test): nan
Generation 864 | Mean fitness (Test): nan
Generation 880 | Mean fitness (Test): nan
Generation 896 | Mean fitness (Test): nan
Generation 912 | Mean fitness (Test): nan
Generation 928 | Mean fitness (Test): nan
Generation 944 | Mean fitness (Test): nan
Generation 960 | Mean fitness (Test): nan
Generation 976 | Mean fitness (Test): nan
Generation 992 | Mean fitness (Test): nan
Generation 1008 | Mean fitness (Test): nan
Generation 1024 | Mean fitness (Test): nan
running the experiment ... [../../results/BBOBProblem/rosenbrock/ASEBO/2]
Generation 016 | Mean fitness (Test): nan
Generation 032 | Mean fitness (Test): nan
Generation 048 | Mean fitness (Test): nan
Generation 064 | Mean fitness (Test): nan
Generation 080 | Mean fitness (Test): nan
Generation 096 | Mean fitness (Test): nan
Generation 112 | Mean fitness (Test): nan
Generation 128 | Mean fitness (Test): nan
Generation 144 | Mean fitness (Test): nan
Generation 160 | Mean fitness (Test): nan
Generation 176 | Mean fitness (Test): nan
Generation 192 | Mean fitness (Test): nan
Generation 208 | Mean fitness (Test): nan
Generation 224 | Mean fitness (Test): nan
Generation 240 | Mean fitness (Test): nan
Generation 256 | Mean fitness (Test): nan
Generation 272 | Mean fitness (Test): nan
Generation 288 | Mean fitness (Test): nan
Generation 304 | Mean fitness (Test): nan
Generation 320 | Mean fitness (Test): nan
Generation 336 | Mean fitness (Test): nan
Generation 352 | Mean fitness (Test): nan
Generation 368 | Mean fitness (Test): nan
Generation 384 | Mean fitness (Test): nan
Generation 400 | Mean fitness (Test): nan
Generation 416 | Mean fitness (Test): nan
Generation 432 | Mean fitness (Test): nan
Generation 448 | Mean fitness (Test): nan
Generation 464 | Mean fitness (Test): nan
Generation 480 | Mean fitness (Test): nan
Generation 496 | Mean fitness (Test): nan
Generation 512 | Mean fitness (Test): nan
Generation 528 | Mean fitness (Test): nan
Generation 544 | Mean fitness (Test): nan
Generation 560 | Mean fitness (Test): nan
Generation 576 | Mean fitness (Test): nan
Generation 592 | Mean fitness (Test): nan
Generation 608 | Mean fitness (Test): nan
Generation 624 | Mean fitness (Test): nan
Generation 640 | Mean fitness (Test): nan
Generation 656 | Mean fitness (Test): nan
Generation 672 | Mean fitness (Test): nan
Generation 688 | Mean fitness (Test): nan
Generation 704 | Mean fitness (Test): nan
Generation 720 | Mean fitness (Test): nan
Generation 736 | Mean fitness (Test): nan
Generation 752 | Mean fitness (Test): nan
Generation 768 | Mean fitness (Test): nan
Generation 784 | Mean fitness (Test): nan
Generation 800 | Mean fitness (Test): nan
Generation 816 | Mean fitness (Test): nan
Generation 832 | Mean fitness (Test): nan
Generation 848 | Mean fitness (Test): nan
Generation 864 | Mean fitness (Test): nan
Generation 880 | Mean fitness (Test): nan
Generation 896 | Mean fitness (Test): nan
Generation 912 | Mean fitness (Test): nan
Generation 928 | Mean fitness (Test): nan
Generation 944 | Mean fitness (Test): nan
Generation 960 | Mean fitness (Test): nan
Generation 976 | Mean fitness (Test): nan
Generation 992 | Mean fitness (Test): nan
Generation 1008 | Mean fitness (Test): nan
Generation 1024 | Mean fitness (Test): nan
running the experiment ... [../../results/BBOBProblem/rosenbrock/ASEBO/3]
Generation 016 | Mean fitness (Test): nan
Generation 032 | Mean fitness (Test): nan
Generation 048 | Mean fitness (Test): nan
Generation 064 | Mean fitness (Test): nan
Generation 080 | Mean fitness (Test): nan
Generation 096 | Mean fitness (Test): nan
Generation 112 | Mean fitness (Test): nan
Generation 128 | Mean fitness (Test): nan
Generation 144 | Mean fitness (Test): nan
Generation 160 | Mean fitness (Test): nan
Generation 176 | Mean fitness (Test): nan
Generation 192 | Mean fitness (Test): nan
Generation 208 | Mean fitness (Test): nan
Generation 224 | Mean fitness (Test): nan
Generation 240 | Mean fitness (Test): nan
Generation 256 | Mean fitness (Test): nan
Generation 272 | Mean fitness (Test): nan
Generation 288 | Mean fitness (Test): nan
Generation 304 | Mean fitness (Test): nan
Generation 320 | Mean fitness (Test): nan
Generation 336 | Mean fitness (Test): nan
Generation 352 | Mean fitness (Test): nan
Generation 368 | Mean fitness (Test): nan
Generation 384 | Mean fitness (Test): nan
Generation 400 | Mean fitness (Test): nan
Generation 416 | Mean fitness (Test): nan
Generation 432 | Mean fitness (Test): nan
Generation 448 | Mean fitness (Test): nan
Generation 464 | Mean fitness (Test): nan
Generation 480 | Mean fitness (Test): nan
Generation 496 | Mean fitness (Test): nan
Generation 512 | Mean fitness (Test): nan
Generation 528 | Mean fitness (Test): nan
Generation 544 | Mean fitness (Test): nan
Generation 560 | Mean fitness (Test): nan
Generation 576 | Mean fitness (Test): nan
Generation 592 | Mean fitness (Test): nan
Generation 608 | Mean fitness (Test): nan
Generation 624 | Mean fitness (Test): nan
Generation 640 | Mean fitness (Test): nan
Generation 656 | Mean fitness (Test): nan
Generation 672 | Mean fitness (Test): nan
Generation 688 | Mean fitness (Test): nan
Generation 704 | Mean fitness (Test): nan
Generation 720 | Mean fitness (Test): nan
Generation 736 | Mean fitness (Test): nan
Generation 752 | Mean fitness (Test): nan
Generation 768 | Mean fitness (Test): nan
Generation 784 | Mean fitness (Test): nan
Generation 800 | Mean fitness (Test): nan
Generation 816 | Mean fitness (Test): nan
Generation 832 | Mean fitness (Test): nan
Generation 848 | Mean fitness (Test): nan
Generation 864 | Mean fitness (Test): nan
Generation 880 | Mean fitness (Test): nan
Generation 896 | Mean fitness (Test): nan
Generation 912 | Mean fitness (Test): nan
Generation 928 | Mean fitness (Test): nan
Generation 944 | Mean fitness (Test): nan
Generation 960 | Mean fitness (Test): nan
Generation 976 | Mean fitness (Test): nan
Generation 992 | Mean fitness (Test): nan
Generation 1008 | Mean fitness (Test): nan
Generation 1024 | Mean fitness (Test): nan
running the experiment ... [../../results/BBOBProblem/rosenbrock/ASEBO/4]
Generation 016 | Mean fitness (Test): nan
Generation 032 | Mean fitness (Test): nan
Generation 048 | Mean fitness (Test): nan
Generation 064 | Mean fitness (Test): nan
Generation 080 | Mean fitness (Test): nan
Generation 096 | Mean fitness (Test): nan
Generation 112 | Mean fitness (Test): nan
Generation 128 | Mean fitness (Test): nan
Generation 144 | Mean fitness (Test): nan
Generation 160 | Mean fitness (Test): nan
Generation 176 | Mean fitness (Test): nan
Generation 192 | Mean fitness (Test): nan
Generation 208 | Mean fitness (Test): nan
Generation 224 | Mean fitness (Test): nan
Generation 240 | Mean fitness (Test): nan
Generation 256 | Mean fitness (Test): nan
Generation 272 | Mean fitness (Test): nan
Generation 288 | Mean fitness (Test): nan
Generation 304 | Mean fitness (Test): nan
Generation 320 | Mean fitness (Test): nan
Generation 336 | Mean fitness (Test): nan
Generation 352 | Mean fitness (Test): nan
Generation 368 | Mean fitness (Test): nan
Generation 384 | Mean fitness (Test): nan
Generation 400 | Mean fitness (Test): nan
Generation 416 | Mean fitness (Test): nan
Generation 432 | Mean fitness (Test): nan
Generation 448 | Mean fitness (Test): nan
Generation 464 | Mean fitness (Test): nan
Generation 480 | Mean fitness (Test): nan
Generation 496 | Mean fitness (Test): nan
Generation 512 | Mean fitness (Test): nan
Generation 528 | Mean fitness (Test): nan
Generation 544 | Mean fitness (Test): nan
Generation 560 | Mean fitness (Test): nan
Generation 576 | Mean fitness (Test): nan
Generation 592 | Mean fitness (Test): nan
Generation 608 | Mean fitness (Test): nan
Generation 624 | Mean fitness (Test): nan
Generation 640 | Mean fitness (Test): nan
Generation 656 | Mean fitness (Test): nan
Generation 672 | Mean fitness (Test): nan
Generation 688 | Mean fitness (Test): nan
Generation 704 | Mean fitness (Test): nan
Generation 720 | Mean fitness (Test): nan
Generation 736 | Mean fitness (Test): nan
Generation 752 | Mean fitness (Test): nan
Generation 768 | Mean fitness (Test): nan
Generation 784 | Mean fitness (Test): nan
Generation 800 | Mean fitness (Test): nan
Generation 816 | Mean fitness (Test): nan
Generation 832 | Mean fitness (Test): nan
Generation 848 | Mean fitness (Test): nan
Generation 864 | Mean fitness (Test): nan
Generation 880 | Mean fitness (Test): nan
Generation 896 | Mean fitness (Test): nan
Generation 912 | Mean fitness (Test): nan
Generation 928 | Mean fitness (Test): nan
Generation 944 | Mean fitness (Test): nan
Generation 960 | Mean fitness (Test): nan
Generation 976 | Mean fitness (Test): nan
Generation 992 | Mean fitness (Test): nan
Generation 1008 | Mean fitness (Test): nan
Generation 1024 | Mean fitness (Test): nan
Running ES algorithms:  12%|██████▌                                             | 1/8 [08:25<58:58, 505.54s/it][A
running the experiment ... [../../results/BBOBProblem/rosenbrock/Open_ES/0]
Generation 016 | Mean fitness (Test): 203315.31
Generation 032 | Mean fitness (Test): 95589.49
Generation 048 | Mean fitness (Test): 38408.01
Generation 064 | Mean fitness (Test): 12369.44
Generation 080 | Mean fitness (Test): 3210.11
Generation 096 | Mean fitness (Test): 887.87
Generation 112 | Mean fitness (Test): 405.08
Generation 128 | Mean fitness (Test): 181.99
Generation 144 | Mean fitness (Test): 119.41
Generation 160 | Mean fitness (Test): 109.51
Generation 176 | Mean fitness (Test): 123.48
Generation 192 | Mean fitness (Test): 136.43
Generation 208 | Mean fitness (Test): 125.46
Generation 224 | Mean fitness (Test): 125.49
Generation 240 | Mean fitness (Test): 136.37
Generation 256 | Mean fitness (Test): 133.15
Generation 272 | Mean fitness (Test): 126.54
Generation 288 | Mean fitness (Test): 113.63
Generation 304 | Mean fitness (Test): 134.12
Generation 320 | Mean fitness (Test): 149.90
Generation 336 | Mean fitness (Test): 138.92
Generation 352 | Mean fitness (Test): 137.81
Generation 368 | Mean fitness (Test): 133.62
Generation 384 | Mean fitness (Test): 128.63
Generation 400 | Mean fitness (Test): 135.02
Generation 416 | Mean fitness (Test): 141.54
Generation 432 | Mean fitness (Test): 142.89
Generation 448 | Mean fitness (Test): 144.58
Generation 464 | Mean fitness (Test): 147.39
Generation 480 | Mean fitness (Test): 133.02
Generation 496 | Mean fitness (Test): 135.01
Generation 512 | Mean fitness (Test): 125.85
Generation 528 | Mean fitness (Test): 136.84
Generation 544 | Mean fitness (Test): 121.59
Generation 560 | Mean fitness (Test): 150.62
Generation 576 | Mean fitness (Test): 138.98
Generation 592 | Mean fitness (Test): 139.98
Generation 608 | Mean fitness (Test): 147.49
Generation 624 | Mean fitness (Test): 126.62
Generation 640 | Mean fitness (Test): 137.45
Generation 656 | Mean fitness (Test): 148.85
Generation 672 | Mean fitness (Test): 127.77
Generation 688 | Mean fitness (Test): 132.85
Generation 704 | Mean fitness (Test): 134.18
Generation 720 | Mean fitness (Test): 134.53
Generation 736 | Mean fitness (Test): 145.75
Generation 752 | Mean fitness (Test): 154.60
Generation 768 | Mean fitness (Test): 143.58
Generation 784 | Mean fitness (Test): 124.24
Generation 800 | Mean fitness (Test): 149.07
Generation 816 | Mean fitness (Test): 127.61
Generation 832 | Mean fitness (Test): 147.02
Generation 848 | Mean fitness (Test): 152.41
Generation 864 | Mean fitness (Test): 148.84
Generation 880 | Mean fitness (Test): 126.20
Generation 896 | Mean fitness (Test): 128.66
Generation 912 | Mean fitness (Test): 139.58
Generation 928 | Mean fitness (Test): 163.74
Generation 944 | Mean fitness (Test): 138.55
Generation 960 | Mean fitness (Test): 134.01
Generation 976 | Mean fitness (Test): 122.34
Generation 992 | Mean fitness (Test): 127.39
Generation 1008 | Mean fitness (Test): 127.26
Generation 1024 | Mean fitness (Test): 133.20
running the experiment ... [../../results/BBOBProblem/rosenbrock/Open_ES/1]
Generation 016 | Mean fitness (Test): 42045.71
Generation 032 | Mean fitness (Test): 15425.53
Generation 048 | Mean fitness (Test): 4700.98
Generation 064 | Mean fitness (Test): 1262.62
Generation 080 | Mean fitness (Test): 435.51
Generation 096 | Mean fitness (Test): 199.07
Generation 112 | Mean fitness (Test): 130.93
Generation 128 | Mean fitness (Test): 121.42
Generation 144 | Mean fitness (Test): 141.89
Generation 160 | Mean fitness (Test): 148.70
Generation 176 | Mean fitness (Test): 140.71
Generation 192 | Mean fitness (Test): 111.15
Generation 208 | Mean fitness (Test): 126.55
Generation 224 | Mean fitness (Test): 131.12
Generation 240 | Mean fitness (Test): 132.35
Generation 256 | Mean fitness (Test): 138.15
Generation 272 | Mean fitness (Test): 128.72
Generation 288 | Mean fitness (Test): 129.87
Generation 304 | Mean fitness (Test): 140.63
Generation 320 | Mean fitness (Test): 155.18
Generation 336 | Mean fitness (Test): 131.80
Generation 352 | Mean fitness (Test): 122.31
Generation 368 | Mean fitness (Test): 134.51
Generation 384 | Mean fitness (Test): 133.82
Generation 400 | Mean fitness (Test): 122.22
